قد	لقد
أب	أباكِ
رائع	رائـع
نظافة	النظافة
طاقه	الطاقه
أساس	أساسا
شاهد	تشاهدين
مساعدة	لمساعدته
نظر	نظرنا
قرصان	قراصنة
شائع	شائعات
محامي	محاميك
أمر	أمرٍ
روحي	الروحية
ناقش	ناقشنا
عالم	العوالم
مستحيل	مستحيلاً
تعريف	التعريف
هام	الهامة
باري	باريت
أحد	أحدها
فعل	لفعلها
تكلفة	التكلفة
تعرض	تعرّض
أدرك	ندرك
صوتي	صوتية
خطة	خطته
ملائم	الملائم
مهارة	المهارة
مقود	المقود
بدا	يبـدو
رأى	تراهم
ورد	وردة
كهف	الكهوف
هير	هيرا
مطلوب	مطلوبة
ألا	وألا
هجمة	هجمات
ضائع	ضائعة
عد	يعُد
جينز	الجينز
وصل	وصلني
غضب	غضبه
برهة	لبرهة
جسدي	الجسدية
كار	كاران
كتابة	لكتابة
نقل	ينقل
تحدث	تحدّثت
نسي	تنسوا
استخدم	استخدمه
شيء	وشيء
درس	درسا
غسل	أغسل
شعر	أَشْعرُ
تغير	يتغيّر
عمل	عمليه
طازج	طازجة
وضع	توضع
منع	يمنعك
إرادة	الإرادة
وضع	لنضع
أهدر	تهدر
نطال	بنطال
تحدث	تحدثوا
بلدة	للبلدة
مصلحة	مصلحتك
قرأ	قرأتها
توقف	التوقّف
سرداب	السرداب
جراح	الجراح
أحد	لأحدهم
تمساح	التمساح
قبر	القبور
مدرسة	مدارس
سخيف	سخيفا
إسبانيا	اسبانيا
كامل	كامله
بحث	بحثا
هن	هنت
عاجل	العاجل
أتفقد	سأتفقد
بطن	بطني
منتج	المنتجات
فريق	فريقه
رفقة	رفاقي
ترعرع	ترعرعت
اندا	واندا
تشخيص	التشخيص
مؤمن	مؤمنة
عرف	عَرفتُ
ميس	ميسي
شاحنه	الشاحنه
تمهل	تمهّل
مخلص	المخلص
التزام	الالتزام
أن	أنّـه
ذهب	ذهبا
كلا	لكلانا
جهد	جهدنا
قرض	القرض
توقف	توقّفْ
إن	فانه
خر	أخرين
وضع	تضعها
راب	الراب
عالج	تعالج
بيت	بيتها
جاد	جادّة
صف	صفوف
فقير	الفقيرة
مطلق	مطلقة
سلطان	السلطان
عملاق	العمالقة
سكة	السكة
ضع	ضعيها
أقل	بأقل
تدخل	أتدخل
عين	أعيننا
مارس	مارسنا
دارس	دارسي
غراهام	جراهام
ظرف	الظرف
اعتقد	أعتقدتُ
مذهل	مُذهل
عشرين	العشرينات
حياة	حياةً
آخر	أخـرى
مقدور	بمقدورنا
تقني	تقنيات
تصرف	تصرفات
ضيق	الضيق
مشعر	مشاعره
حرف	حروف
مقطور	المقطورة
عظيم	عظيمه
عاد	وتعود
لعب	بلعب
قبيح	القبيحة
بطل	لبطل
دود	دودة
رقم	رقمها
سلاح	بالأسلحة
شرك	الشركه
بداية	بالبداية
قاد	يقودني
سيف	سيفك
تدرب	تتدرب
إدارة	لإدارة
آخر	والأخرى
تشغيل	لتشغيل
زوجة	زوجتكَ
استخدم	استخدموا
وظيف	وظيفه
حفلة	حفلتي
استطاع	استطاعت
دار	دارك
نهاية	نهايته
نادي	ناديا
عرض	نعرض
تدريب	التدريبات
كثير	الكثيرة
ما	لِما
والد	ووالدك
نقد	بالنقود
فشل	يفشل
دم	دمّ
وفى	توفت
هب	تهب
جال	يجول
متن	متنها
شك	شكّ
عد	يُعد
خيري	خيرية
شهري	الشهرية
نظف	ينظف
معظم	معظمها
برنامج	لبرنامج
قريب	القريبة
رد	ردّ
معلم	المعلمة
متعة	للمتعة
ويليامس	وليامز
صواب	صوابك
حمدلله	الحمدلله
تدمير	تدميره
أن	أنـك
عراك	العراك
مهمة	بمهمة
مرة	ومرة
أمسية	الأمسية
انصت	انصتي
تمييز	التمييز
خنزير	خنازير
أن	أنَّ
عظيم	العظماء
ارب	بارب
مأساة	المأساة
ودع	ودعنا
مخبأ	المخبأ
جفاف	الجفاف
أمل	الامل
كان	لتكن
كأس	كؤوس
صدمة	الصدمات
أفضل	لأفضل
تحويل	التحويل
حقيبة	حقيبتها
عادي	العاديين
معطل	معطلة
نجا	نجت
مقصور	المقصورة
محادثة	محادثات
أمسك	أمسكه
شخير	الشخير
شعر	تشعرون
أتى	تأتوا
طريقة	وبطريقة
طلب	لأطلب
أظهر	يظهرون
انبطح	انبطحوا
منح	منحك
سبح	تسبح
عدو	عدوك
أخذ	أخذتُ
طبيب	الاطباء
يهودي	يهودية
حصاد	الحصاد
مراقب	المراقب
هناك	هـناك
حافظ	نحافظ
طرح	يطرح
كان	فسأكون
كذبة	الكذبة
هدد	تهدد
راهب	الراهب
قدوم	للقدوم
فك	كتفك
مبني	مبنية
سيل	لوسيل
أشبه	اشبه
أطلق	سيطلق
حقيقة	بحقيقة
فجأ	فجأه
هيا	هيـّا
هذا	هاتان
راق	تروق
نسي	نسيتِ
مسلم	المسلمين
دعا	دعوتني
سلحفاة	السلحفاة
رأس	رؤوسكم
بد	ولابد
عناكب	العناكب
قياسي	القياسي
جهاز	بجهاز
سر	سرّ
ذكي	ذكيا
مكسيكي	المكسيكي
مصروف	مصاريف
خدم	تخدم
مدفع	المدفع
شجاع	الشجعان
طبخ	تطبخ
انفجر	سينفجر
وباء	الوباء
ناجي	الناجين
أكل	الاكل
قش	القش
اضطرر	اضطررنا
حق	بحقكِ
اسمع	اسمعك
عذاب	العذاب
مجيء	بالمجيء
لقاء	لقاؤك
اعلي	لاعليك
مخطط	المخططات
ود	يودون
أنصت	أنصتوا
شرط	شرطه
فارسي	الفرس
أنتج	تنتج
فضل	بفضلك
سكن	أسكن
انتهى	وينتهي
محبوب	المحبوب
شمل	الشمل
مراقبة	لمراقبة
تعرف	نتعرف
شخصية	شخصيته
ظن	ظنك
أكد	أكدت
قيادة	للقيادة
إبتسام	إبتسامة
حظي	تحظي
موعد	موعدي
طرف	الطرفين
جيتار	الجيتار
دفع	دفعنا
ملك	تملكها
من	مــن
قتل	قتلوه
مركز	بمركز
أعطاني	اعطاني
غادر	يغادرون
أبناء	ابناء
صلب	الصلبة
عشر	العشرات
نسي	نسيتي
كسب	أكسب
دعم	يدعم
هاتف	هاتفكِ
رحب	نرحب
سن	الاسنان
إطلاق	اطلاقا
حاول	يُحاول
عين	بعينه
خلع	تخلع
هذا	هذهـ
محل	محله
جهز	جهزت
أرض	أرضنا
مرسم	المراسم
صامت	صامتاً
والد	والدكَ
نضح	نضحك
مأزق	المأزق
محاماة	المحاماة
دموي	الدموي
شيء	للأشياء
تخييم	التخييم
قارة	القارة
أسلوب	بأسلوب
ظن	أظنّه
متحرك	المتحرك
ديني	دينية
عبودي	العبودية
أمان	أماناً
صورة	صورتها
إن	إنَّه
قبل	القبل
أيض	وأيضًا
اسم	أسمائهم
هي	هيك
عشر	لعشر
أخذ	يأخذه
كلم	أكلمك
تعرف	يتعرف
رحيل	رحيلك
ملعون	ملعونة
سوار	السوار
اشترى	أشتريت
قبة	القبة
مستيقظ	مستيقظاً
زميل	زملائك
أمثل	الأمثل
ظفر	الأظافر
شجرة	الاشجار
جثه	الجثه
سمى	أسميه
جريمة	بالجريمة
زوجة	زوجات
ابن	ابنكِ
قدم	قدمًا
ظن	وظننت
خوخ	الخوخ
رهيب	الرهيبة
راسي	راس
حقيقة	حقيقتي
لون	لونا
روماني	الرومانية
كف	كفّ
فتح	افتحه
كون	كونكِ
مساعدة	بالمساعدة
كثير	كثيرين
قلب	قلبكِ
ركز	أركز
انسحاب	الانسحاب
دوري	الدوري
مؤخر	المؤخرات
بالى	يبالي
تعويض	التعويض
كل	كلُّ
ثلاثي	الثلاثية
إضطرر	إضطررت
فقر	الفقر
حارب	تحارب
بيت	بيتون
تابع	نتابع
قميص	القمصان
وقع	وقعنا
دفع	يدفعوا
يومي	اليومي
أما	أماً
أخذ	أخذوه
نوع	بنوع
قضية	قضيته
على	عليـك
مرضي	مرضية
أضاف	أضيف
راية	رايته
جد	جده
هان	هانت
دقة	دقات
أسلوب	أساليب
قطع	قطعًا
سكين	السكاكين
عاش	لتعيش
تجاه	تجاهه
ضحك	تضحكين
فقير	فقيرة
جرو	الجرو
تاريخ	بتاريخ
صديق	الصديقة
مصرفي	المصرفي
قيد	قيود
رغبة	برغبة
تفقد	تفقدوا
بي	بـي
اسمح	واسمحوا
عاري	عارياً
شعر	شعركِ
فري	فريا
الان	الاّن
تحذير	التحذير
ظل	ظلّ
ولد	وُلدت
فاتيكان	الفاتيكان
إعطاء	اعطاء
صديق	صديقتكِ
تنفيذ	لتنفيذ
أب	بأبي
رمي	برمي
حميم	حميمة
رب	بربكِ
مشاهدة	ومشاهدة
امتحان	الامتحان
حسب	يحسب
فقد	فقدتِ
بعض	بعضه
أسمع	أسمعها
أحد	أحدكما
قناة	قنوات
جد	جدّتي
غالي	الغالية
مرحلة	مراحل
تنصت	التنصت
فيغ	فيغا
غفر	أغفر
عدد	أعداد
تمسك	التمسك
شخص	لأشخاص
أنجب	أنجبت
شجاع	شجاعاً
جذب	يجذب
جوز	الجوز
أجنبي	أجنبية
أخبر	سأخبرهم
تعب	التعب
بغى	التبغ
تغيير	تغييره
اجتمع	يجتمع
مكتب	مكاتب
مكان	مكانٌ
بحث	البحوث
انخفض	تنخفض
ختم	الختم
سلاح	بالسلاح
جمال	جمالاً
صرف	بصرف
خطؤ	خطؤك
إن	بإِنَّهُ
تري	ترينا
ضيع	فضيع
سأل	سألتها
تصرف	التصرّف
دزين	دزينة
ملك	نملكه
قدر	قدرك
مات	مُت
إرسال	لإرسال
استخدم	تستخدمين
ملبس	ملابسكِ
صالح	لصالحك
شيء	شيئين
أن	أنهن
أذن	آذان
ضرب	ضربي
دخل	تدخلين
نبات	النبات
غضب	تغضبي
ثأر	الثأر
أن	وأننا
زوجة	وزوجة
تعرض	أتعرض
غريب	غريبًا
عقد	لعقد
رأى	يَرى
حكومه	الحكومه
فظيع	الفظيع
بئس	بئساً
غسل	تغسل
مهني	المهني
ميم	ميمي
بعض	بعضًا
تعب	تتعب
اختفى	اختفوا
سأل	تسأله
خلق	خلقت
قدم	قدمها
منتهى	بمنتهى
اشترى	اشتريته
انفجر	ستنفجر
رئاسة	الرئاسة
ل	لَكَ
سريع	سرعان
تمرد	التمرد
بحث	سنبحث
إنهاء	بإنهاء
إستسلام	الإستسلام
لون	لونها
نظر	يَنْظرُ
بنطال	البنطال
عقل	عقولنا
عفو	عفوًا
معدود	معدودة
ليلي	ليليان
مكابح	المكابح
رجل	بالرجال
واقعية	الواقعية
مزور	مزورة
مخطوب	مخطوبة
مراس	المراس
مدينة	مدينتي
أتى	تأت
قفل	الأقفال
ودع	أدعه
بقي	يبق
كسر	بكسر
مسمار	المسمار
ضرر	أضرار
جانب	الجوانب
مجرى	المجاري
بنون	البني
أم	أمـي
تأخر	نتأخر
انتقل	سننتقل
نوع	نوعك
تفقد	لتفقد
مناسب	بالمناسبه
بو	بوبو
عند	فعندما
اعلام	الاعلام
رحب	أرحب
رب	رُبَّمَا
متنزه	المتنزه
تعقب	تعقبه
أطلق	ستطلق
حصة	الحصة
تكلم	تكلّم
خرج	ونخرج
آخر	أخريات
ضعيف	ضعفاء
عضوية	العضوية
مغلق	المغلقة
بطارية	البطاريات
صمت	صمتاً
فقد	سأفقد
شأن	بشأنِ
اتصال	اتصالك
نقد	نقوداً
نسوة	النسوة
تنقل	التنقل
محزن	المحزن
حياة	والحياة
طالب	أطالب
رحيم	الرحيم
ملاحة	الملاحة
أتى	ليأتي
دولار	الدولار
هذا	بهـذا
مواجهة	المواجهة
ميداني	الميداني
ساق	تسوق
خزانة	خزانتي
غادر	غادري
قرار	قراره
مولد	المولد
أصبح	يُصبح
انتظر	انتظرا
غاضب	غاضبين
تكلم	لنتكلم
قال	ويقولون
أنفق	تنفق
مع	معة
إنتظر	إنتظرت
استيقاظ	الاستيقاظ
رفقة	رفاقك
بساط	ببساطه
إضافة	اضافة
طريقة	والطريقة
إعطاء	لإعطاء
ماضي	للماضي
اسم	بأسماء
ساقي	ساقيك
سلاح	بسلاح
داعي	داعٍ
قادم	قادماً
مربع	المربع
تشفير	التشفير
حلق	الحلق
لدى	لـدي
جانب	بالجانب
نفاية	نفايات
حق	بحقّك
اتفق	تتفق
يوم	أيامي
ذكر	ذكري
أسفل	السفلى
تخلى	تخلت
تيل	ستيل
إستجواب	الإستجواب
ارو	بارو
مستعد	مُستعد
أندرو	اندرو
انس	انسه
اهتمام	اهتمامي
حامل	الحامل
شعر	شعرنا
تحقق	نتحقق
أمكن	يُمكنها
ألقى	القى
سحر	بالسحر
ارجع	ارجعي
اصطدم	اصطدمت
لن	لنّ
مازال	مازلتُ
إستخدام	إستخدامه
صف	بالصف
خاطئ	خاطئا
طال	وطالما
فضي	الفضية
صديق	أصدقاءك
جرى	تجرى
مقابلة	المقابلات
قوة	بقوّة
ممثل	الممثلة
فتاة	كفتاة
مدير	مديري
باقي	باق
صغر	الصغر
هواء	بالهواء
مسلح	المسلحة
وفى	يفي
جواز	جوازات
حقيبة	حقائبك
ودع	يدع
مندهش	مندهشة
صياد	الصياد
ظل	نظل
متقدم	متقدمة
عد	عده
عرف	تعرفُ
حافظ	أحافظ
رئم	ريمي
دائرة	دوائر
زوج	الزوجين
أحب	أحبت
حمل	نحمل
منعطف	المنعطف
أوج	أوجه
تعب	بالتعب
ودع	تدعهم
انتظر	سأنتظرك
ابن	الأبناء
أليس	ليسي
جزل	جزيلًا
منذ	منـذ
خطاب	الخطابات
باع	يبيعون
شخص	بالشخص
مكسيكي	المكسيكية
عاد	وسأعود
أتى	أتيتي
كوان	الكوب
حارب	نحارب
لام	تلوم
غرام	الغرام
وعي	للوعي
أحرق	أحرقت
جعل	سنجعل
جيد	الجيدين
رسم	يرسم
كل	كلَّ
مرعب	مرعبة
عريض	عريضة
إستراتيجية	استراتيجية
وان	وانك
نفس	لنفسكِ
مثل	مثـل
متر	أمتار
صفقة	صفقات
مذهل	المذهلة
أعيد	اعيد
تعاطى	يتعاطى
تحدث	للتحدّث
عنا	تعنينه
تسويق	التسويق
عذر	أعذار
سرق	يسرقون
مربي	المربية
شاهد	شوهد
مذاق	مذاقه
عمن	عمّن
اشرب	اشربي
محكم	المحكمه
استعادة	لاستعادة
عرف	تعرفهم
طبقة	طبقات
سروال	سراويل
ناس	النـاس
حقل	حقول
صف	الصفوف
سهم	السهام
أمر	الأمرين
إرسال	إرساله
دورة	دورات
برود	البرودة
أخت	أخوات
خيالي	الخيالية
عمل	أعمالنا
حوزة	بحوزتنا
تمكن	تمكنوا
معلومة	بالمعلومات
سقط	ستسقط
جني	جنية
مؤكد	مؤكدة
علك	العلكة
حديث	حديثا
أجر	الأجر
تحدث	وتحدث
نحم	نحمي
ديموقراطية	الديمقراطية
أعطى	يعطيه
قلق	قلقك
لحية	اللحية
رعاية	برعاية
بريء	بريئاً
حول	حولت
اتصال	اتصالاً
دفع	دفعوا
مكتب	المكاتب
غرق	الغرق
مذنب	مذنباً
زاوية	الزوايا
زال	يزول
استحق	نستحق
أغلب	اغلب
نحو	نحونا
ساذج	ساذجة
اثار	اثارة
بازي	باز
خسارة	خسائر
مشهور	مشهوراً
شأن	بشأنهم
حصة	حصتي
عميق	عميقا
رأى	رأته
وصول	بالوصول
ترجمة	بالترجمة
سلامة	سلامتك
حاول	يُحاولُ
رمة	برمتها
وقت	وقتكِ
جدا	تجدني
